area,low,high,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
0.042883286,1.016760073,2.438013301,99,1,0,0,0,0,0,0,0,0,73,21,5,1,0,0,0,0,0,0,1
0.118177644,1.605773755,1.773417515,90,10,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.276080326,1.281278641,1.938648812,89,8,2,1,0,0,0,0,0,0,90,6,0,1,3,0,0,0,0,0,1
0.214719977,1.726052869,1.554629659,91,7,0,0,0,2,0,0,0,0,91,7,0,2,0,0,0,0,0,0,1
0.038835597,1.992579895,1.463972791,87,11,2,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.162336623,1.473777941,1.858883283,93,7,0,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,1
0.163378987,1.438727305,1.892362489,90,10,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,1
0.117559056,1.435953781,1.940940345,92,8,0,0,0,0,0,0,0,0,81,17,2,0,0,0,0,0,0,0,1
0.093624166,1.56092417,1.839167036,90,8,2,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.116145608,1.843784856,1.532604489,84,16,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.247351331,1.242880719,2.001115285,97,3,0,0,0,0,0,0,0,0,79,21,0,0,0,0,0,0,0,0,1
0.117599841,1.608473346,1.765044007,89,9,2,0,0,0,0,0,0,0,82,17,1,0,0,0,0,0,0,0,1
0.087177696,1.586632394,1.817055202,89,9,2,0,0,0,0,0,0,0,83,17,0,0,0,0,0,0,0,0,1
0.037534881,1.891026042,1.562000469,86,14,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.132637404,1.827509021,1.529588976,83,17,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.109260101,1.736498096,1.643940382,88,12,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.237694449,1.44933524,1.802287801,95,5,0,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,1
0.277531274,1.495424517,1.716193011,90,10,0,0,0,0,0,0,0,0,90,9,1,0,0,0,0,0,0,0,1
0.244962304,1.264970917,1.978551106,97,3,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.060189887,1.974957494,1.453298933,82,18,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,1
0.07171086,1.550381724,1.865814867,88,10,2,0,0,0,0,0,0,0,84,15,1,0,0,0,0,0,0,0,1
0.121514882,1.532116625,1.833367115,96,4,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.081868735,1.726108261,1.67892041,84,16,0,0,0,0,0,0,0,0,87,11,1,1,0,0,0,0,0,0,1
0.152117252,1.506403739,1.827881209,89,8,3,0,0,0,0,0,0,0,88,10,1,1,0,0,0,0,0,0,1
0.147361995,1.691250841,1.645180296,90,8,2,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.100644438,1.42646626,1.956546398,92,5,3,0,0,0,0,0,0,0,84,15,1,0,0,0,0,0,0,0,1
0.195493555,1.467348652,1.820294556,96,4,0,0,0,0,0,0,0,0,90,8,1,1,0,0,0,0,0,0,1
0.110679186,1.76332395,1.609078124,83,17,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.119614545,1.412042434,1.950723318,95,5,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,1
0.189270286,1.621576628,1.66970993,92,8,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.172876151,1.366095498,1.941339156,95,5,0,0,0,0,0,0,0,0,83,17,0,0,0,0,0,0,0,0,1
0.123817619,1.823740781,1.532542772,85,15,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.24179946,1.457999251,1.780069655,97,3,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.280997126,1.414049368,1.784009021,94,6,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.134465021,1.73643996,1.607015298,87,13,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.064116893,1.499076887,1.914304934,95,3,2,0,0,0,0,0,0,0,83,16,1,0,0,0,0,0,0,0,1
0.693702915,1.478251431,1.305401168,93,6,1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,1
0.160872437,1.377355294,1.938867471,93,7,0,0,0,0,0,0,0,0,81,18,1,0,0,0,0,0,0,0,1
0.099202953,1.773107028,1.603537303,84,16,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.087460098,1.821600172,1.566653195,87,10,3,0,0,0,0,0,0,0,88,10,2,0,0,0,0,0,0,0,1
0.132622482,1.472548858,1.870514652,94,5,1,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,1
0.038527185,1.362425975,2.074281641,95,5,0,0,0,0,0,0,0,0,77,23,0,0,0,0,0,0,0,0,1
0.240633318,1.587185132,1.647145455,91,9,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.242246132,1.441416709,1.790843969,93,7,0,0,0,0,0,0,0,0,86,13,1,0,0,0,0,0,0,0,1
0.170792208,1.49224997,1.811458992,93,7,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.216740152,1.569434679,1.687044899,88,12,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.084970644,1.548954947,1.839248941,91,9,0,0,0,0,0,0,0,0,83,17,0,0,0,0,0,0,0,0,1
0.162634977,1.545553175,1.763680062,89,11,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.71446255,1.471103953,1.286291603,93,7,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,1
0.125682979,1.384557512,1.960826312,94,5,1,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.137602746,1.506073001,1.827325217,92,8,0,0,0,0,0,0,0,0,87,11,2,0,0,0,0,0,0,0,1
0.119329012,1.795072307,1.555818265,81,19,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.19799252,1.339588376,1.931942135,98,0,1,1,0,0,0,0,0,0,88,10,0,1,0,1,0,0,0,0,1
0.423508803,1.506171715,1.539802594,91,9,0,0,0,0,0,0,0,0,92,7,1,0,0,0,0,0,0,0,1
0.116849487,1.710464624,1.641767221,86,14,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.185929801,1.483962515,1.799104236,86,14,0,0,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,1
0.117846393,1.659311981,1.690538924,95,3,0,0,0,2,0,0,0,0,94,4,0,0,1,1,0,0,0,0,1
0.167146732,1.464672309,1.835422522,93,7,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.119164468,1.757011102,1.59019747,89,11,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.580496992,1.449070512,1.436449131,89,11,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.132125739,1.81106912,1.522043159,85,15,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.116376084,1.804390901,1.544338339,86,14,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.653843541,1.273239885,1.537829166,98,2,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,1
0.178582614,1.32074442,1.964379739,95,5,0,0,0,0,0,0,0,0,84,14,2,0,0,0,0,0,0,0,1
0.081852263,1.626635384,1.754291013,92,7,1,0,0,0,0,0,0,0,88,10,2,0,0,0,0,0,0,0,1
0.098953344,1.575080116,1.786892442,89,11,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.063352162,1.359424589,2.037763557,94,6,0,0,0,0,0,0,0,0,82,16,2,0,0,0,0,0,0,0,1
0.135693004,1.397837844,1.927008631,96,4,0,0,0,0,0,0,0,0,82,17,1,0,0,0,0,0,0,0,1
0.35575584,1.350447555,1.754296917,97,3,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.102917853,1.838964523,1.518485213,81,18,1,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.166822254,1.479111257,1.81411154,93,7,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.164719989,1.528189673,1.765372342,96,4,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.376031095,1.514546126,1.567493474,93,7,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.210404156,1.555895042,1.691333717,89,11,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.052516377,1.605271032,1.79920593,90,9,1,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,1
0.186002057,1.441088184,1.829222617,90,9,1,0,0,0,0,0,0,0,84,14,1,0,1,0,0,0,0,0,1
0.211074533,1.460651784,1.784542359,92,8,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.068580899,1.896634431,1.490755583,88,10,0,0,0,0,2,0,0,0,95,3,0,0,2,0,0,0,0,0,1
0.292870211,1.510010146,1.652615598,93,7,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.198416227,1.436694643,1.820045986,96,4,0,0,0,0,0,0,0,0,86,13,1,0,0,0,0,0,0,0,1
0.36195681,1.269665002,1.823375835,96,2,2,0,0,0,0,0,0,0,86,12,1,1,0,0,0,0,0,0,1
0.113815889,1.749487367,1.591674748,83,17,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.23172384,1.510317835,1.712274777,90,8,0,0,0,0,1,1,0,0,89,6,2,1,0,2,0,0,0,0,1
0.234632002,1.271473451,1.947323009,100,0,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.585554706,1.394530201,1.472912529,94,6,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,1
0.117255505,1.748865627,1.586186346,85,15,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.116801929,1.737232537,1.59729887,88,12,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.050727674,1.703189687,1.696069122,87,12,1,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.123722437,1.433633476,1.892562968,96,2,0,2,0,0,0,0,0,0,89,9,0,0,1,1,0,0,0,0,1
0.108119691,1.598543987,1.742492747,91,9,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,1
0.194272885,1.586385262,1.668406389,92,8,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.142307856,1.62062033,1.684448144,90,10,0,0,0,0,0,0,0,0,94,5,1,0,0,0,0,0,0,0,1
0.136433735,1.519087994,1.791199387,92,6,2,0,0,0,0,0,0,0,85,13,2,0,0,0,0,0,0,0,1
0.078136309,1.812832774,1.554660492,83,17,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.647124074,1.239027255,1.559187182,93,7,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,1
0.160161165,1.418444156,1.866074812,91,9,0,0,0,0,0,0,0,0,83,16,1,0,0,0,0,0,0,0,1
0.053033194,1.579940464,1.811336482,92,8,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.094196522,1.750206421,1.599267932,89,11,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.252105181,1.599137149,1.592304369,90,10,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.152539004,1.233898606,2.055761477,96,4,0,0,0,0,0,0,0,0,82,16,1,1,0,0,0,0,0,0,1
0.181051175,1.648422309,1.612617431,93,6,1,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.13974399,1.380662232,1.921585426,98,2,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1
0.140755787,1.487232866,1.813320934,93,5,1,1,0,0,0,0,0,0,88,9,1,0,2,0,0,0,0,0,1
0.124340714,1.736733643,1.579988634,87,13,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.129994502,1.419605975,1.890954115,94,4,0,0,2,0,0,0,0,0,91,7,0,0,1,1,0,0,0,0,1
0.647854047,1.34916034,1.443533818,97,2,1,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,1
0.192881198,1.556638525,1.690668659,96,4,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.125486585,1.643831039,1.670111643,88,12,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.111739869,1.684994756,1.642158054,87,13,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.093778261,1.843880606,1.500122935,91,7,0,1,0,0,1,0,0,0,92,6,1,1,0,0,0,0,0,0,1
0.093890677,1.566016102,1.777759171,93,3,2,0,2,0,0,0,0,0,85,12,1,0,1,1,0,0,0,0,1
0.149643041,1.431775169,1.854736696,94,4,2,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.252859151,1.40562775,1.776245976,96,4,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.073468372,1.79789727,1.562873171,88,11,1,0,0,0,0,0,0,0,91,8,1,0,0,0,0,0,0,0,1
0.240817912,1.345742447,1.847291181,97,3,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.184539542,1.803987252,1.444981812,93,3,0,3,1,0,0,0,0,0,95,1,0,2,2,0,0,0,0,0,1
0.117697606,1.7400168,1.575356426,90,10,0,0,0,0,0,0,0,0,90,9,1,0,0,0,0,0,0,0,1
0.081772463,1.684475657,1.666142658,90,8,2,0,0,0,0,0,0,0,90,8,2,0,0,0,0,0,0,0,1
0.058057661,1.092925429,2.280469351,97,3,0,0,0,0,0,0,0,0,69,30,1,0,0,0,0,0,0,0,1
0.11654599,1.767065406,1.547405845,87,13,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.109686401,1.642576029,1.677683582,93,4,1,1,1,0,0,0,0,0,86,13,1,0,0,0,0,0,0,0,1
0.367451772,1.480607864,1.581591105,94,6,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.172022694,1.359481649,1.897824647,94,6,0,0,0,0,0,0,0,0,90,8,0,1,1,0,0,0,0,0,1
0.276186191,1.438205786,1.714586016,94,6,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.205346182,1.527483812,1.694829767,90,10,0,0,0,0,0,0,0,0,91,7,2,0,0,0,0,0,0,0,1
0.129263996,1.45732189,1.840961704,97,1,1,1,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,1
0.080898604,1.733041175,1.613526872,81,19,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.273207563,1.758511393,1.394605124,83,16,1,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.120499063,1.755839385,1.549625944,85,15,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.096177591,1.449113381,1.879914841,92,8,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.173006337,1.604729697,1.64686062,89,8,2,1,0,0,0,0,0,0,91,5,3,1,0,0,0,0,0,0,1
0.234745458,1.283847711,1.90248759,96,4,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.069560356,1.796811804,1.554196737,79,19,2,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.16352079,1.266191695,1.990798299,98,2,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.077324668,1.27990642,2.062576094,93,7,0,0,0,0,0,0,0,0,78,20,2,0,0,0,0,0,0,0,1
0.130931389,1.520438167,1.768107497,94,6,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,1
0.127830378,1.654470299,1.636778872,89,11,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.055162155,1.163908554,2.199729877,98,2,0,0,0,0,0,0,0,0,78,18,4,0,0,0,0,0,0,0,1
0.077240054,1.792630297,1.547936556,88,10,2,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.077646936,1.435736785,1.903848692,97,3,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1
0.19458705,1.703332645,1.519176097,91,5,0,3,1,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,1
0.149477121,1.465107824,1.800523438,93,6,1,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.178383452,1.417626444,1.818353701,93,5,1,1,0,0,0,0,0,0,88,10,0,0,2,0,0,0,0,0,1
0.716798053,1.481939253,1.215060926,95,5,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,1
0.165293454,1.448517741,1.798795414,93,6,1,0,0,0,0,0,0,0,89,9,0,2,0,0,0,0,0,0,1
0.27325379,1.583341017,1.555787897,91,9,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.052371884,1.532862182,1.825843714,90,10,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.060110549,1.573182622,1.776192681,90,10,0,0,0,0,0,0,0,0,86,12,2,0,0,0,0,0,0,0,1
0.048726763,1.811619302,1.54826424,87,13,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.133562377,1.318257079,1.955966656,94,6,0,0,0,0,0,0,0,0,83,15,0,1,1,0,0,0,0,0,1
0.124937434,1.696579756,1.585250327,90,10,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.218150179,1.521254185,1.666946223,89,11,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.232799049,1.628581358,1.544881776,91,9,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.143521322,1.52372167,1.737711843,91,9,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.134800471,1.373123518,1.896268728,94,6,0,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,1
0.123628743,1.768521519,1.511542641,87,13,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.12823451,1.253970986,2.021364553,95,5,0,0,0,0,0,0,0,0,79,21,0,0,0,0,0,0,0,0,1
0.116446233,1.541865918,1.744756285,91,8,1,0,0,0,0,0,0,0,89,9,2,0,0,0,0,0,0,0,1
0.083806922,1.624158897,1.695092378,87,13,0,0,0,0,0,0,0,0,88,11,1,0,0,0,0,0,0,0,1
0.033210879,1.892586538,1.476881016,89,11,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,1
0.225301385,1.323399518,1.851332816,92,6,0,1,1,0,0,0,0,0,93,5,0,0,0,0,1,1,0,0,1
0.163761561,1.538968274,1.696235848,89,11,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.097594084,1.562257282,1.737047135,92,8,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.118943854,1.748268301,1.529369676,91,9,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,1
0.109394709,1.688052139,1.598909831,86,12,2,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.449460747,1.546839046,1.399409122,88,12,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,1
0.155665109,1.391517206,1.84695627,97,1,0,1,1,0,0,0,0,0,88,10,0,0,2,0,0,0,0,0,1
0.161344814,1.736904477,1.495651345,86,14,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.135103471,1.331769888,1.926790352,97,3,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,1
0.194980857,1.314502671,1.883977001,95,5,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.147844638,1.73642642,1.508794027,89,11,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.126517363,1.389017694,1.876123631,93,3,4,0,0,0,0,0,0,0,88,9,3,0,0,0,0,0,0,0,1
0.224546828,1.355725893,1.811364791,91,9,0,0,0,0,0,0,0,0,86,14,0,0,0,0,0,0,0,0,1
0.223122781,1.444327849,1.723781017,92,5,3,0,0,0,0,0,0,0,88,10,1,1,0,0,0,0,0,0,1
0.181287667,1.60892283,1.600738001,90,10,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.170249494,1.628551325,1.591478315,93,4,2,1,0,0,0,0,0,0,88,9,3,0,0,0,0,0,0,0,1
0.106759919,1.788536857,1.494621576,87,13,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.169981313,1.35873597,1.861005646,92,8,0,0,0,0,0,0,0,0,78,22,0,0,0,0,0,0,0,0,1
0.108653661,1.458962352,1.820033904,92,8,0,0,0,0,0,0,0,0,83,16,1,0,0,0,0,0,0,0,1
0.114503239,1.675953171,1.596473435,91,9,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.151993095,1.156532439,2.078252573,98,2,0,0,0,0,0,0,0,0,82,13,4,1,0,0,0,0,0,0,1
0.099862126,1.570818402,1.716058352,91,8,1,0,0,0,0,0,0,0,91,6,2,1,0,0,0,0,0,0,1
0.148445905,1.148364005,2.088490995,95,5,0,0,0,0,0,0,0,0,80,19,1,0,0,0,0,0,0,0,1
0.068869935,1.660535159,1.655202775,85,15,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.71784617,1.45435439,1.212195425,94,6,0,0,0,0,0,0,0,0,96,4,0,0,0,0,0,0,0,0,1
0.067821994,1.730175039,1.585497261,89,9,2,0,0,0,0,0,0,0,89,10,1,0,0,0,0,0,0,0,1
0.180845687,1.561066634,1.640412154,90,10,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.179456189,1.263556988,1.937307927,94,2,1,0,1,2,0,0,0,0,92,1,1,2,2,1,0,1,0,0,1
0.27892033,1.499347607,1.601970725,94,3,1,0,2,0,0,0,0,0,92,5,2,1,0,0,0,0,0,0,1
0.06413267,1.357006341,1.958361767,95,5,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,1
0.206038183,1.481854226,1.691479561,94,6,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.203918753,1.336800947,1.838341913,95,1,2,2,0,0,0,0,0,0,90,6,1,1,2,0,0,0,0,0,1
0.123026694,1.661061785,1.594783687,88,12,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.049123962,1.663750827,1.664686317,88,12,0,0,0,0,0,0,0,0,88,11,1,0,0,0,0,0,0,0,1
0.045374523,1.110966101,2.221215406,95,5,0,0,0,0,0,0,0,0,79,15,6,0,0,0,0,0,0,0,1
0.422253662,1.4808291,1.474036505,97,3,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.176614242,1.674462263,1.525727229,89,11,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,1
0.112829785,1.642384614,1.620924514,90,3,6,1,0,0,0,0,0,0,87,9,3,0,0,1,0,0,0,0,1
0.219313735,1.503514776,1.653302114,94,6,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.145282962,1.373905423,1.85626275,91,9,0,0,0,0,0,0,0,0,86,13,1,0,0,0,0,0,0,0,1
0.195216905,1.296020856,1.883794489,98,0,1,0,1,0,0,0,0,0,94,3,2,0,0,0,0,0,0,0,1
0.151756572,1.79681462,1.425817539,89,10,1,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,1
0.086669422,1.658586914,1.62898208,93,7,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.088693226,1.837393644,1.447398717,83,17,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.222571135,1.33567785,1.814820739,95,5,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.210163645,1.53845138,1.623721065,92,8,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,1
0.252581593,1.428452784,1.69059445,96,4,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.04333085,1.611131092,1.716958365,84,14,2,0,0,0,0,0,0,0,88,11,1,0,0,0,0,0,0,0,1
0.248487812,1.559938726,1.562426458,86,12,2,0,0,0,0,0,0,0,87,9,4,0,0,0,0,0,0,0,1
0.246146089,1.306845478,1.817656109,94,6,0,0,0,0,0,0,0,0,89,11,0,0,0,0,0,0,0,0,1
0.054746093,1.567248579,1.746738084,87,13,0,0,0,0,0,0,0,0,87,13,0,0,0,0,0,0,0,0,1
0.180401682,1.490375439,1.696992319,91,9,0,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.228358773,1.450328492,1.688648435,90,9,1,0,0,0,0,0,0,0,91,7,0,2,0,0,0,0,0,0,1
0.132776721,1.611631075,1.622404453,89,8,3,0,0,0,0,0,0,0,91,8,1,0,0,0,0,0,0,0,1
0.099067833,1.853503688,1.412060899,83,17,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,1
0.159643939,1.368015202,1.835349634,94,6,0,0,0,0,0,0,0,0,83,17,0,0,0,0,0,0,0,0,1
0.218273792,1.300648208,1.84404573,96,4,0,0,0,0,0,0,0,0,84,16,0,0,0,0,0,0,0,0,1
0.092109659,1.819163109,1.451228119,85,15,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,1
0.259999131,1.334349548,1.76718473,95,5,0,0,0,0,0,0,0,0,94,5,1,0,0,0,0,0,0,0,1
0.193550086,1.537553064,1.630065854,90,8,1,1,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.134250203,1.349866343,1.876864925,95,3,2,0,0,0,0,0,0,0,82,18,0,0,0,0,0,0,0,0,1
0.114396677,1.298221863,1.947978222,95,4,1,0,0,0,0,0,0,0,85,15,0,0,0,0,0,0,0,0,1
0.241214532,1.567521755,1.551299961,92,8,0,0,0,0,0,0,0,0,92,8,0,0,0,0,0,0,0,0,1
0.129138148,1.664783918,1.565577408,92,7,1,0,0,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.128614488,1.462209334,1.768546424,94,2,4,0,0,0,0,0,0,0,87,11,0,2,0,0,0,0,0,0,1
0.040179444,1.655498352,1.661262878,90,10,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.095570848,1.876710339,1.384410115,85,15,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,0,1
0.098749741,1.558614747,1.69918281,89,11,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,1
0.129804965,1.683543544,1.542080223,93,5,0,1,1,0,0,0,0,0,91,9,0,0,0,0,0,0,0,0,1
0.199129584,1.727809834,1.428288103,91,5,1,1,2,0,0,0,0,0,90,8,1,1,0,0,0,0,0,0,1
0.092536135,1.799678148,1.461629816,85,13,2,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
0.114062598,1.770313749,1.469092983,88,12,0,0,0,0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,1
