area,low,high,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
2.486316712,11.55514842,7.983120403,36,14,10,7,10,4,7,5,2,0,39,20,14,9,4,4,3,3,1,0,0
1.606765427,10.51509646,9.900032936,22,24,21,8,9,4,2,1,3,0,24,26,17,9,7,2,5,4,0,1,0
4.024352746,9.381760075,8.572061056,29,26,7,9,11,7,4,5,0,0,38,17,17,7,7,2,3,4,0,0,0
1.85526485,10.61663125,9.467798679,18,23,20,10,9,6,3,7,1,1,27,26,14,12,5,3,4,4,1,0,0
2.4745237,9.334246828,10.12894146,30,12,29,5,9,6,3,1,1,0,29,20,17,8,6,7,3,1,1,1,0
2.683380564,8.870728968,10.37311595,37,25,13,7,6,2,2,0,1,0,33,24,12,10,6,4,1,1,0,0,0
1.619225807,9.830467771,10.43904439,26,19,16,12,7,8,4,3,1,0,27,19,13,13,6,6,4,3,3,4,0
1.812737232,10.59465378,9.421389123,26,14,22,11,6,5,4,5,3,1,27,20,17,11,7,5,4,4,1,3,0
4.591686885,8.646308111,8.586813543,30,17,18,9,11,9,3,2,0,0,20,23,24,16,6,5,2,1,2,0,0
1.914002113,9.786491396,10.12003613,32,23,10,16,7,3,1,1,1,0,34,24,9,5,10,5,4,2,0,3,0
2.813236054,8.22547818,10.77835885,23,25,18,16,8,5,3,1,0,1,24,15,13,10,10,16,3,4,3,0,0
2.733518356,8.896437236,10.18361066,43,13,7,10,9,5,4,3,1,4,34,18,12,8,7,3,5,2,4,3,0
1.736848331,7.026418052,13.01841496,35,20,21,11,3,4,3,1,2,0,17,20,14,7,12,11,5,3,3,0,0
4.234579641,9.05414961,8.476447442,42,15,12,11,5,1,4,3,4,0,37,17,18,9,8,4,1,4,0,0,0
0.898437177,10.46888228,10.39239954,23,17,14,17,12,1,6,3,5,1,25,21,14,10,10,7,2,3,1,5,0
3.047553068,9.590943949,9.116725368,27,20,14,9,9,6,7,4,1,2,26,26,16,10,3,7,5,2,2,1,0
4.13678601,9.426617942,8.129261486,21,26,18,10,10,5,4,1,1,3,27,25,17,8,9,10,2,1,1,0,0
2.830739042,10.05383107,8.771982239,23,18,19,16,7,8,1,3,1,1,26,33,12,10,5,2,3,3,3,0,0
1.502616505,6.314943331,13.83489576,52,13,12,7,3,4,6,1,1,1,37,14,9,10,2,2,2,3,4,2,0
3.753144438,7.096511948,10.7908764,38,32,11,6,5,2,2,0,0,0,30,22,15,8,6,2,7,1,1,1,0
1.923398965,9.433406837,10.25429406,31,15,17,8,14,3,4,3,2,0,27,24,10,15,5,5,4,2,1,1,0
2.877201525,10.92007672,7.810130183,29,18,13,13,7,2,3,1,3,3,37,25,9,6,6,11,3,1,1,1,0
5.628578948,8.680513255,7.27703437,35,15,18,6,6,8,7,5,0,0,31,29,13,11,8,3,4,0,0,0,0
4.208188093,8.346378636,9.01822494,29,23,13,12,9,6,4,1,1,2,30,17,16,10,8,11,3,2,1,0,0
3.942977345,8.855517521,8.758950144,40,16,11,8,6,4,7,2,2,0,39,18,13,9,7,4,2,0,2,1,0
3.214044843,8.603883471,9.720856074,46,17,11,5,4,4,4,2,1,1,44,22,3,6,6,3,3,3,3,0,0
0.957325204,10.55713912,9.991705246,23,19,15,10,14,4,4,3,3,2,20,26,14,12,10,8,3,3,1,1,0
1.185101281,11.54363272,8.759620573,18,25,17,10,11,3,2,4,4,1,28,21,21,7,4,8,4,5,1,1,0
2.315351649,10.95099817,8.208932378,31,19,10,7,7,8,9,1,1,3,43,17,13,5,6,4,3,5,1,1,0
2.808798513,9.335039874,9.325128406,21,22,16,20,6,6,5,1,2,0,30,19,15,9,10,7,4,2,2,0,0
1.909889252,10.19437883,9.360407578,35,14,9,15,12,7,2,1,0,0,28,25,13,16,6,3,3,0,0,0,0
3.074638946,9.898430698,8.49125497,27,18,15,15,9,5,3,2,3,0,29,26,16,12,6,4,1,1,0,3,0
2.626808837,9.781820851,9.040743968,28,17,18,14,7,5,3,2,1,0,31,17,19,10,9,3,7,1,0,0,0
3.083380622,9.326801025,8.969441876,21,25,15,16,8,9,0,3,1,1,18,23,21,16,10,6,4,1,1,0,0
1.029727007,10.49710512,9.838655706,25,22,16,9,6,4,8,1,2,1,25,21,16,11,8,6,3,4,2,2,0
5.325607851,7.660242049,8.37343114,29,23,19,14,9,0,1,3,2,0,30,21,15,14,7,3,5,2,1,2,0
1.176993507,10.07211742,10.08879643,28,22,10,12,7,8,3,4,0,3,26,17,14,14,9,10,5,1,3,0,0
3.530725935,10.14059976,7.644636081,25,25,13,8,6,4,5,8,1,2,29,27,12,11,10,5,6,0,0,0,0
3.74106427,9.323878503,8.245758237,21,27,13,15,4,10,6,1,3,0,28,20,21,12,8,5,2,0,1,3,0
3.610976669,9.283445884,8.4066994,26,16,17,16,13,4,4,2,0,0,26,22,16,15,14,4,0,1,1,0,0
4.475588639,8.022060224,8.792705842,29,21,15,15,12,3,2,3,0,0,24,19,18,20,8,4,1,4,0,2,0
3.974931611,8.778342357,8.533555417,26,20,21,13,6,4,5,1,3,1,25,21,19,12,12,5,4,1,0,1,0
3.640947424,6.202398922,11.42966074,51,15,11,7,7,4,3,1,1,0,30,21,12,9,5,6,3,5,2,1,0
0.963689806,10.36090707,9.929078016,24,24,17,9,9,2,5,3,1,2,27,20,13,10,8,9,1,7,2,2,0
1.631116595,10.44127069,9.179317679,25,17,11,13,14,10,4,1,0,1,30,16,19,12,6,7,3,4,0,1,0
1.993421668,8.349090303,10.87409633,36,27,8,5,9,7,1,0,2,2,34,17,6,11,10,5,3,2,4,3,0
1.668425545,9.528316105,10.00621607,26,23,10,14,7,4,9,4,1,1,25,18,21,9,9,8,3,2,0,1,0
1.507152663,11.1771334,8.510193798,19,18,14,14,11,8,7,4,2,1,25,21,19,14,10,6,2,1,2,0,0
1.47568262,10.61051937,9.086842525,21,18,18,15,12,6,3,1,3,1,29,20,22,12,5,4,0,1,4,1,0
4.121278919,8.961481683,8.085708377,36,23,13,6,6,3,3,3,0,2,35,27,13,7,3,5,1,3,3,2,0
1.167292859,11.03179668,8.956744018,19,15,21,12,11,5,8,3,2,3,28,23,14,16,7,4,1,0,1,1,0
1.346757247,9.055179771,10.72008876,29,25,14,11,5,2,5,2,2,3,20,21,13,13,9,7,10,3,1,1,0
4.511120506,6.944467444,9.654722232,32,27,14,15,5,4,3,0,0,0,21,24,17,15,3,6,4,8,1,0,0
1.270684024,10.80841787,9.030015461,36,14,10,10,4,4,8,3,5,1,40,21,8,3,6,9,1,3,2,3,0
2.579569209,7.82870382,10.70072276,24,30,15,14,10,3,1,2,0,1,23,20,14,13,5,9,5,4,3,2,0
4.506318076,7.464532057,9.138093848,32,23,19,10,4,5,5,2,0,0,26,24,15,8,9,9,6,0,3,0,0
3.822597668,7.730664795,9.516609678,46,24,6,9,2,2,1,0,5,0,42,13,12,8,8,6,2,1,0,2,0
2.800375696,9.624879783,8.626878606,34,18,13,14,3,3,6,3,4,0,30,26,11,14,4,3,6,2,0,0,0
1.621077665,10.69835431,8.720362969,28,24,17,11,10,3,2,0,0,0,32,25,18,12,5,2,0,0,1,1,0
1.269086275,8.374635596,11.3840911,29,23,17,10,10,2,2,4,2,0,23,13,16,14,11,5,6,2,6,2,0
1.030452704,10.89931878,9.093215192,22,17,18,16,7,3,7,3,2,1,30,26,10,11,7,8,3,1,0,0,0
1.643607694,10.06977541,9.241001331,23,23,15,10,8,8,4,1,5,0,28,20,18,11,4,5,7,3,2,1,0
2.839998286,7.268434606,10.83123828,48,26,9,4,1,1,3,1,1,1,39,18,15,10,6,1,3,2,0,0,0
1.260427551,9.675040178,9.99894675,19,16,29,13,11,2,3,1,2,2,27,18,15,14,14,7,0,1,0,1,0
1.373161188,10.77950241,8.772894079,24,25,15,13,9,1,1,1,1,2,41,12,16,5,7,8,4,0,2,1,0
4.213942845,8.975783166,7.711646431,29,21,13,11,6,10,4,4,2,0,28,24,18,13,10,4,0,3,0,0,0
1.14860933,10.0323445,9.713230808,20,24,15,14,9,8,3,1,2,1,18,28,17,12,11,2,6,3,0,2,0
4.881484894,7.929335857,8.072450397,52,13,5,5,6,5,5,5,1,0,46,15,8,6,6,11,0,3,2,1,0
2.487426525,10.32407262,8.046362471,26,22,15,12,3,6,4,3,3,1,37,17,13,15,7,1,3,3,3,0,0
2.422022042,10.23923907,8.185236932,33,16,8,12,7,8,7,2,2,2,42,18,8,7,7,4,7,2,4,0,0
2.331897365,9.693568524,8.818896496,29,21,11,10,9,6,4,4,3,1,34,21,12,10,7,5,4,5,0,0,0
1.822920047,10.07178462,8.943298911,33,15,11,7,11,9,4,2,2,3,41,12,11,8,11,6,1,6,2,1,0
3.607270742,7.692329934,9.530892787,54,15,5,4,5,6,4,2,0,1,48,20,7,5,4,5,2,1,0,0,0
1.833170319,10.25275504,8.736475448,23,22,21,7,13,3,4,3,0,0,25,22,18,16,4,6,4,3,1,1,0
2.494197447,10.15797381,8.169415487,23,21,19,6,8,10,5,3,2,1,23,29,12,14,12,8,2,0,0,0,0
0.967812414,11.04237456,8.801162567,23,17,11,16,10,8,5,3,1,3,33,20,14,9,9,5,5,1,2,0,0
3.897949572,8.556674561,8.354046329,33,18,14,11,7,9,1,4,3,0,33,22,8,16,2,10,5,2,1,0,0
1.381716473,9.880593173,9.545550458,22,24,17,11,11,0,8,0,2,3,22,27,12,12,10,6,3,3,3,1,0
1.166174791,10.84258942,8.761148437,23,18,19,9,13,6,5,3,2,0,25,29,15,12,6,4,2,2,2,1,0
1.611477241,7.963101766,11.19280542,31,21,20,12,6,3,1,1,2,1,17,23,17,11,11,5,6,2,2,1,0
3.126941325,10.0828406,7.536413221,24,21,13,9,12,8,8,1,2,0,33,19,20,11,5,4,7,0,0,1,0
1.358737272,9.769950223,9.550501061,24,24,12,13,10,4,4,3,2,0,23,19,23,11,6,10,2,2,1,2,0
2.473028631,8.321993517,9.881207919,35,20,19,10,3,2,3,1,1,3,34,22,11,6,7,8,1,2,3,2,0
1.508261294,10.05670475,9.09956121,38,21,11,11,4,3,4,2,0,0,25,25,20,8,10,4,1,4,1,0,0
1.430670118,8.693409241,10.52226693,27,27,12,16,5,4,1,3,3,1,29,14,22,7,7,5,3,6,2,1,0
1.337470441,9.563581703,9.699170227,24,27,10,8,14,5,3,7,0,0,25,20,17,9,15,6,2,0,1,2,0
3.030668951,7.644598308,9.919473354,56,11,11,6,0,4,4,0,2,0,52,17,2,4,5,4,4,2,0,1,0
1.494421276,8.47990842,10.61829776,28,24,14,10,8,7,6,3,0,0,22,18,17,15,11,4,5,3,1,1,0
1.351009081,7.67408908,11.56148442,33,19,14,11,13,7,3,0,0,0,15,16,17,17,10,7,9,2,4,3,0
1.953722988,9.584224714,9.04473598,31,20,16,11,9,4,1,1,2,0,34,14,16,10,7,8,4,2,2,0,0
4.051311184,9.367227286,7.139461228,35,11,13,12,10,8,6,3,0,0,31,31,11,11,8,3,3,1,0,0,0
2.818438882,6.83674356,10.89663496,36,29,13,14,3,1,1,0,1,0,24,15,22,9,11,12,1,2,0,1,0
2.940401017,8.637226013,8.967900147,33,21,21,6,8,3,0,1,0,4,32,21,15,12,5,5,4,0,0,2,0
2.962376448,9.877212285,7.69168663,19,19,18,18,7,7,9,2,1,0,33,22,13,11,11,5,4,1,0,0,0
2.60362433,9.648315433,8.276684428,36,20,14,5,3,6,6,2,1,2,39,17,17,8,3,5,3,3,1,2,0
4.149082249,7.217962337,9.159803639,24,28,23,16,5,2,1,0,1,0,21,19,20,9,19,7,2,2,1,0,0
0.939886016,10.24027338,9.327762004,23,19,15,13,15,8,2,2,0,0,21,23,19,17,6,4,3,3,2,1,0
2.609630205,7.587367722,10.30881642,32,21,14,14,10,5,3,1,0,0,22,18,15,13,12,7,6,4,0,2,0
3.290974041,8.371160344,8.825818894,39,23,10,13,4,3,0,1,2,0,43,23,14,5,4,3,0,0,1,1,0
2.831112797,8.885038338,8.743488285,49,9,12,5,7,2,5,4,1,1,44,15,7,7,8,4,6,3,1,1,0
4.362475762,8.700810727,7.378147858,46,15,6,8,7,4,3,2,3,5,45,17,10,3,8,7,5,3,2,0,0
3.772653993,7.474539205,9.183595938,34,21,21,11,7,0,1,2,1,0,23,28,20,10,5,5,3,3,0,0,0
1.16573321,9.34945357,9.914919008,24,18,22,7,15,5,4,3,0,1,27,13,17,13,10,7,6,2,2,2,0
1.167028246,9.953221152,9.281558759,19,25,15,14,8,8,3,5,1,2,25,25,12,13,6,7,4,3,2,2,0
2.387215512,7.505689581,10.5054131,31,27,12,15,6,3,3,1,2,0,22,15,20,11,12,5,6,3,3,2,0
3.170398299,9.194219868,8.011825467,38,19,11,7,6,7,4,4,0,0,37,21,16,6,6,4,3,5,0,0,0
1.826676619,10.70607635,7.840510263,28,20,10,18,0,6,8,4,3,1,43,18,11,10,6,4,0,2,1,1,0
2.083401756,9.471206751,8.814458677,23,20,19,16,7,5,4,1,1,1,29,22,16,11,9,3,4,2,2,1,0
3.188918387,9.541616041,7.633639308,31,17,16,11,9,5,3,2,2,1,36,30,13,5,5,2,1,2,0,2,0
1.694085104,8.733652626,9.936313646,53,22,7,3,2,3,1,0,1,1,48,20,11,7,5,0,0,0,1,0,0
2.885179259,6.971729166,10.49457036,37,24,10,14,7,5,2,0,0,1,21,22,18,14,10,5,1,2,1,0,0
2.857514176,9.078109613,8.408362239,33,18,18,11,3,7,1,2,1,3,35,18,18,7,5,8,4,1,2,0,0
1.45465,9.741883331,9.140938782,21,28,12,15,13,2,3,4,0,0,28,17,15,17,13,3,4,1,0,0,0
1.543875532,9.332599566,9.455951164,29,21,11,18,4,5,7,0,2,1,24,24,18,9,8,4,5,2,2,2,0
3.107032892,8.656170691,8.566395528,57,11,9,8,2,2,1,1,1,0,55,12,9,3,6,2,1,3,2,1,0
2.9156747,7.390167062,10.00478835,35,26,17,10,5,0,1,1,1,0,32,22,10,10,5,2,5,7,4,0,0
1.672349644,9.061122712,9.576815626,25,23,12,17,9,5,3,4,2,0,22,29,16,12,4,5,6,1,0,1,0
1.726719474,8.696868161,9.874657624,27,32,13,10,5,2,5,1,2,1,27,22,19,7,10,0,4,3,2,0,0
3.422402573,9.198038787,7.636595055,31,20,11,13,7,6,5,3,1,1,38,18,13,12,7,7,2,2,0,0,0
1.960527254,10.01138816,8.270023248,38,20,12,5,9,6,2,1,0,0,38,23,16,8,2,4,1,3,1,0,0
2.407318873,9.102455474,8.731289719,39,17,13,10,2,1,6,3,3,2,32,21,16,8,4,8,3,1,2,2,0
1.139243624,9.354984151,9.727900086,26,22,12,16,7,10,2,2,0,2,20,20,22,15,5,7,3,4,4,0,0
1.526326673,10.28831229,8.40093997,27,17,15,12,9,5,3,6,1,2,29,23,16,10,8,4,6,2,0,2,0
4.513425171,7.986943285,7.706567981,29,23,19,11,4,10,1,2,0,1,26,28,15,15,7,5,2,2,0,0,0
0.862416502,8.062796469,11.27027723,27,22,21,10,12,2,2,2,1,0,18,19,16,17,11,3,7,4,2,0,0
2.913565879,8.749541184,8.525821232,36,22,15,9,4,3,0,3,4,1,35,26,14,6,3,6,1,3,1,1,0
1.482283793,9.210091307,9.487284403,45,19,5,8,9,5,2,1,0,1,43,17,9,6,5,6,6,1,0,3,0
1.469232836,10.39049602,8.299658714,16,25,19,13,6,8,4,4,4,0,32,20,14,11,12,3,6,1,0,1,0
2.278609877,7.443607977,10.43098336,32,27,16,12,2,5,1,2,0,3,23,12,23,11,11,6,7,4,1,1,0
4.556326285,7.462782556,8.12835455,33,19,17,16,6,5,2,1,1,0,30,26,12,10,7,8,4,2,1,0,0
1.977100019,8.874815567,9.293851004,32,21,14,8,8,4,6,3,2,1,30,17,19,9,10,6,3,0,2,2,0
1.872674113,8.217071292,10.05582512,29,24,16,11,6,4,4,5,0,0,28,17,19,10,6,5,0,7,4,3,0
2.87829782,6.71807315,10.54289803,42,21,14,9,8,2,1,1,0,1,31,21,7,10,7,9,5,5,1,0,0
1.202003084,9.446872232,9.483871257,30,21,14,7,6,6,8,4,1,3,20,25,17,13,9,5,3,5,2,1,0
1.687703873,8.843766621,9.59769408,38,20,17,2,2,6,2,6,4,1,31,27,9,9,6,4,3,2,3,3,0
1.336542256,9.29642991,9.485664919,27,29,12,8,8,3,3,3,1,2,26,23,16,11,5,4,5,3,4,0,0
0.840012777,10.87016902,8.399250497,20,20,12,14,13,3,5,6,4,3,26,19,21,16,4,7,4,1,0,1,0
1.235009915,9.513721211,9.357457321,37,14,14,9,7,8,5,1,2,0,21,26,22,12,5,4,4,0,0,3,0
1.894183762,9.445880659,8.763730398,32,20,13,5,11,8,4,2,2,1,39,20,14,8,5,1,5,1,1,2,0
1.083163012,9.459970425,9.549073531,23,32,15,9,6,5,1,2,2,0,26,24,18,10,6,5,3,1,1,0,0
1.224738053,9.303333261,9.558938328,45,16,8,9,4,2,2,2,2,3,41,17,16,7,4,3,2,0,2,4,0
1.075570232,9.944590317,9.059880713,26,21,12,9,13,5,4,3,5,2,26,20,17,12,11,2,6,2,3,0,0
1.575734216,9.61723486,8.868943152,33,25,10,9,8,5,3,1,2,0,35,25,12,11,8,1,0,2,0,1,0
1.21947064,10.15977489,8.673450711,21,23,11,15,9,8,3,5,2,3,23,20,26,14,6,4,2,2,2,0,0
1.427133121,8.338241439,10.27350107,40,13,17,8,6,4,6,2,1,1,36,10,8,14,6,6,6,10,2,2,0
0.95316259,9.27577308,9.808973964,25,20,14,10,11,15,4,0,0,1,24,21,12,14,13,6,2,3,3,0,0
1.850067064,8.490942033,9.696503251,34,24,11,10,4,5,5,4,0,1,31,20,15,8,6,5,4,4,2,1,0
2.481374303,7.743867123,9.808949137,28,23,20,16,6,3,0,3,1,0,25,17,22,9,10,3,5,5,2,1,0
2.211193475,6.823868182,10.96218428,36,30,13,6,6,3,1,1,4,0,27,17,17,10,5,10,2,2,5,0,0
2.90114499,9.841138423,7.245922257,26,23,14,9,6,8,6,3,1,2,31,28,17,8,7,3,4,0,1,0,0
3.139467016,9.27163772,7.569791016,34,29,11,6,3,4,3,0,3,1,40,18,9,15,9,2,1,1,3,0,0
1.249351527,9.772856625,8.954520903,26,19,12,10,11,8,9,2,2,1,30,20,15,11,9,4,6,2,0,2,0
1.758889751,6.897905504,11.31652283,43,21,16,8,2,4,1,0,1,1,28,12,14,13,10,9,3,1,3,1,0
1.572997316,9.304566637,9.094147395,28,19,16,13,5,10,3,1,2,2,24,20,16,15,10,5,3,6,1,0,0
4.844956451,7.982984474,7.143550751,52,11,9,9,6,1,1,3,2,2,45,20,13,8,3,1,1,2,3,2,0
2.058101544,8.695038971,9.207438953,35,21,17,9,5,3,3,0,3,1,37,19,11,13,6,5,3,2,1,0,0
3.515343361,7.504886983,8.898367854,46,25,12,2,2,4,2,0,2,2,42,27,11,4,1,3,3,3,0,1,0
1.003930149,9.311163628,9.589104503,29,21,19,12,3,3,2,3,4,0,25,22,15,10,12,5,3,4,1,1,0
1.445702789,10.15772793,8.296350894,28,18,17,8,11,6,2,2,1,3,36,15,17,14,7,5,3,0,1,0,0
1.416343111,8.719108985,9.758943103,32,19,15,12,4,6,7,1,2,2,31,19,15,7,10,3,5,3,4,0,0
1.389811002,9.747150213,8.743752231,24,8,21,19,15,6,2,2,2,1,28,22,19,6,9,8,3,1,3,0,0
1.168740065,8.857397677,9.844053554,21,31,13,16,7,6,4,0,0,0,34,18,13,9,5,6,4,4,2,3,0
3.587163483,9.289357071,6.989708376,37,21,9,13,3,4,2,2,1,4,32,35,17,2,4,2,2,4,0,1,0
1.010324574,9.87337614,8.977291719,23,24,19,5,13,4,3,2,3,2,28,21,21,11,5,5,2,1,2,2,0
1.289953015,7.807684735,10.75326129,36,21,14,12,6,3,2,2,2,0,22,28,13,8,11,2,4,3,4,1,0
2.535321656,7.441242336,9.866514389,31,25,18,9,9,4,2,0,1,0,33,19,9,9,10,7,5,3,1,1,0
1.103316407,9.460101618,9.252921839,30,27,14,9,8,2,5,1,0,0,29,20,18,12,5,5,4,2,1,0,0
3.691699304,8.379721857,7.727805449,23,26,17,13,10,6,2,3,0,0,30,24,13,16,6,6,2,1,1,1,0
0.926502411,9.036729705,9.834411245,27,29,13,8,5,7,4,2,1,1,28,18,16,12,7,6,5,3,0,2,0
1.412728836,9.966975669,8.402067352,50,17,7,2,3,4,2,0,2,3,56,7,9,4,10,2,2,0,0,1,0
1.371994665,9.059243245,9.327826951,22,28,16,11,10,3,3,4,1,1,20,22,17,18,8,5,7,1,0,2,0
3.054605655,6.774712685,9.918292111,44,21,16,4,3,4,4,1,0,1,37,15,12,9,11,4,4,0,4,0,0
2.279034204,9.724828511,7.733659185,53,15,2,7,2,4,2,3,1,2,44,26,9,1,7,0,2,2,2,2,0
0.868754663,9.630858884,9.229703469,22,21,16,12,10,12,3,1,1,1,25,18,22,7,13,7,5,2,1,0,0
2.547497063,9.237212111,7.920667066,19,20,24,16,8,5,2,4,2,0,31,23,16,11,11,1,2,0,3,1,0
1.670696741,8.863681312,9.160510884,30,20,13,18,7,4,2,2,2,0,27,20,14,18,8,5,2,3,0,1,0
2.239231732,8.306066432,9.136626663,20,25,23,16,8,4,3,1,0,0,25,21,12,14,12,8,5,2,1,0,0
3.908122578,7.341223579,8.417279058,42,22,10,4,6,4,8,2,0,2,38,20,9,12,3,6,5,2,2,1,0
2.526873021,9.073650415,8.047720655,26,22,13,17,10,4,3,2,2,0,27,23,20,11,8,4,4,1,2,0,0
3.105326115,7.805343037,8.725197557,33,22,17,9,6,7,3,1,0,0,23,26,14,11,13,8,2,0,2,1,0
1.142857621,10.367687,8.119763687,24,25,15,14,6,3,3,4,1,1,27,23,21,10,9,3,5,0,1,0,0
2.360275772,8.456805959,8.805682419,49,14,10,7,2,5,3,4,1,0,46,20,9,4,3,5,3,1,2,2,0
2.975867864,7.399021796,9.233799817,36,22,18,15,3,0,0,2,1,0,32,26,15,7,8,3,2,3,0,0,0
2.206103838,8.785493231,8.60860962,32,22,9,10,11,7,2,3,1,2,28,24,17,12,5,3,6,1,2,2,0
0.923693698,10.71693524,7.948733353,17,25,14,15,10,8,3,1,2,2,33,22,16,9,8,4,1,5,2,0,0
1.819732624,8.637190202,9.109731808,27,21,19,9,11,4,4,2,3,0,25,18,17,18,6,7,4,2,2,0,0
4.105862594,8.825419647,6.625408085,47,15,5,7,7,3,3,4,3,4,51,24,7,4,2,2,1,2,4,1,0
1.194344927,9.623771075,8.722456616,25,29,12,13,7,3,2,2,2,3,37,20,14,10,6,3,2,1,3,0,0
2.585758706,9.023141705,7.912996664,39,16,14,11,6,4,1,3,0,1,38,16,10,14,12,2,6,1,1,0,0
3.245265505,9.783674664,6.486396678,31,18,11,9,11,8,3,3,2,0,37,28,12,10,5,4,2,2,0,0,0
3.231860571,8.296373516,7.986989458,39,29,10,4,2,1,2,3,4,2,47,24,11,2,2,3,3,0,3,0,0
3.325634863,6.925673971,9.257050452,30,30,18,7,9,3,1,2,0,0,35,18,15,4,9,6,3,4,1,2,0
0.991728153,9.129304295,9.376998587,29,25,15,7,14,3,2,2,0,1,26,18,16,15,12,6,2,1,1,0,0
1.352955388,9.873841003,8.264265752,43,24,6,2,5,2,1,3,2,2,50,17,10,2,2,5,3,3,3,1,0
1.388071268,10.38953739,7.702489762,21,19,16,17,9,7,1,3,5,0,29,24,16,16,6,5,1,1,1,0,0
2.15875266,9.653735195,7.653753433,24,22,19,11,11,5,3,3,0,0,31,29,9,14,6,7,1,1,0,0,0
3.997320467,7.924263159,7.540603182,34,15,24,14,4,2,2,0,1,2,29,22,19,18,5,1,5,0,0,1,0
1.730318551,9.972761845,7.75652621,29,23,11,8,7,5,5,5,2,3,37,22,16,8,6,2,4,1,1,0,0
3.240149625,8.494514098,7.722811761,53,18,10,6,3,0,1,0,0,1,54,22,7,7,2,1,1,0,1,0,0
1.851949111,8.688066008,8.905760718,45,24,3,6,2,2,3,4,3,4,50,19,7,2,5,2,2,2,0,2,0
0.944128974,9.962482345,8.530405553,25,20,18,12,9,3,5,2,1,1,25,29,14,12,10,1,4,2,0,1,0
3.725329955,7.744706398,7.964493568,43,15,12,11,8,3,4,0,1,0,35,24,18,5,3,6,3,3,0,1,0
4.292432689,7.597391588,7.539031455,41,20,11,11,3,5,1,1,2,3,44,22,11,5,2,2,5,1,5,1,0
1.549829855,10.8509723,7.021071361,26,18,15,11,8,8,4,3,1,1,36,22,21,8,6,2,2,0,0,1,0
2.738584186,8.707150519,7.954102158,34,20,12,6,9,9,4,2,2,1,38,16,17,9,6,5,4,4,0,1,0
3.508416046,7.628376842,8.260918983,71,12,0,2,1,1,3,0,0,1,65,17,3,0,1,1,1,0,1,2,0
4.246442672,7.532255686,7.616510406,27,30,17,10,8,2,3,1,1,1,26,32,20,9,1,3,5,2,1,0,0
4.061759316,6.523107603,8.808569496,45,25,8,8,8,2,1,0,0,0,42,23,13,8,2,1,2,3,0,0,0
4.30498451,7.246114366,7.816270093,33,24,15,13,8,4,1,0,0,2,29,25,15,16,3,4,2,4,2,0,0
1.818045471,8.778417683,8.737545552,32,28,11,9,8,1,2,2,2,1,42,16,16,10,5,2,0,1,3,0,0
1.348831351,8.526377183,9.457728258,32,19,15,13,3,8,4,4,2,0,31,19,12,7,10,8,6,2,2,1,0
3.098017946,8.003371482,8.221179228,33,23,13,7,9,10,2,1,1,0,30,20,20,8,5,6,9,2,0,0,0
2.592287197,8.407470051,8.31411074,38,13,12,12,10,5,5,0,2,3,35,20,9,11,11,8,2,2,1,0,0
3.649859185,6.899020515,8.764924432,33,27,17,7,8,4,2,2,0,0,27,19,21,12,9,4,3,3,0,1,0
4.317789818,8.018133695,6.964213894,43,15,16,7,4,3,6,2,1,1,40,25,14,5,4,4,2,0,4,1,0
2.721824653,7.270023767,9.296439134,39,26,16,12,2,2,0,0,0,0,27,22,16,13,11,6,1,0,0,0,0
1.166549651,9.24800427,8.852088074,22,25,15,15,6,6,7,1,2,0,32,22,10,10,9,7,4,3,2,0,0
1.801727356,6.798581186,10.66562186,51,17,14,7,3,1,1,1,1,0,31,24,14,6,6,4,2,4,1,1,0
1.963548447,8.523923961,8.777980254,39,27,10,8,2,3,1,4,0,0,34,19,17,10,6,3,3,2,1,0,0
2.105229576,7.029573527,10.12622015,33,21,18,16,3,5,3,1,0,0,16,26,17,13,8,7,7,2,3,1,0
3.916458643,7.3281035,8.012307721,41,18,16,6,7,4,3,1,3,1,26,25,17,11,9,5,4,3,0,0,0
2.831602626,8.618999674,7.805997953,30,27,12,10,1,8,7,3,1,0,30,28,12,11,10,2,3,2,0,0,0
2.601220905,8.752046977,7.900251682,44,15,14,9,2,5,3,1,1,1,44,19,13,5,8,5,0,1,0,0,0
2.881856583,8.964468646,7.403185718,38,18,18,10,1,3,0,5,0,1,42,26,12,6,1,3,3,2,1,1,0
2.968372792,8.500968316,7.773422444,33,21,14,13,3,5,4,1,2,3,35,19,14,7,12,6,4,1,1,1,0
1.188266167,9.923542706,8.117426403,15,25,16,18,6,10,6,4,0,0,28,23,20,11,6,6,3,0,2,0,0
1.420259077,9.809335342,7.995044019,27,20,14,10,13,6,2,2,2,0,31,22,20,10,5,3,4,4,1,0,0
2.209968133,8.807688513,8.186849749,34,26,10,13,4,5,1,2,0,0,41,24,15,5,3,3,0,3,0,0,0
1.373082256,8.384075128,9.42821358,28,21,19,12,4,8,3,3,1,1,27,16,18,9,12,7,7,1,0,2,0
2.405847706,9.100745871,7.678127872,33,19,15,11,9,2,3,3,1,0,32,24,15,11,8,3,4,0,1,1,0
1.049671263,7.78380114,10.33649207,22,31,23,6,7,6,2,2,0,1,20,22,19,13,8,5,4,1,3,3,0
2.518851658,6.574355891,10.07483705,38,26,21,5,3,1,2,0,2,0,27,30,14,13,4,1,1,3,3,0,0
